,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
5271,Europe,Bosnia and Herzegovina,Cereal,Online,L,24-04-2015,839905059,12-06-2015,5426,205.7,117.11,1116128.2,635438.86,480689.34
8378,Europe,Bosnia and Herzegovina,Cosmetics,Offline,L,24-04-2015,752530276,22-05-2015,9286,437.2,263.33,4059839.2,2445282.38,1614556.82
10977,Europe,Bosnia and Herzegovina,Clothes,Offline,H,24-04-2015,708842885,11-05-2015,1217,109.28,35.84,132993.76,43617.28,89376.48
16204,Europe,Bosnia and Herzegovina,Personal Care,Offline,H,24-04-2015,796217668,02-06-2015,7356,81.73,56.67,601205.88,416864.52,184341.36
17620,Europe,Bosnia and Herzegovina,Cereal,Online,L,24-04-2015,839905059,12-06-2015,5426,205.7,117.11,1116128.2,635438.86,480689.34
21066,Europe,Bosnia and Herzegovina,Cosmetics,Offline,L,24-04-2015,752530276,22-05-2015,9286,437.2,263.33,4059839.2,2445282.38,1614556.82
33778,Europe,Bosnia and Herzegovina,Cosmetics,Offline,L,24-04-2015,752530276,22-05-2015,9286,437.2,263.33,4059839.2,2445282.38,1614556.82
36377,Europe,Bosnia and Herzegovina,Clothes,Offline,H,24-04-2015,708842885,11-05-2015,1217,109.28,35.84,132993.76,43617.28,89376.48
3339,Europe,Bulgaria,Clothes,Offline,C,24-04-2015,424087560,06-05-2015,5788,109.28,35.84,632512.64,207441.92,425070.72
9065,Europe,Bulgaria,Household,Offline,C,24-04-2015,511462342,28-05-2015,1928,668.27,502.54,1288424.56,968897.12,319527.44
14522,Europe,Bulgaria,Cosmetics,Offline,M,24-04-2015,467774951,17-05-2015,3858,437.2,263.33,1686717.6,1015927.14,670790.46
15688,Europe,Bulgaria,Clothes,Offline,C,24-04-2015,424087560,06-05-2015,5788,109.28,35.84,632512.64,207441.92,425070.72
21753,Europe,Bulgaria,Household,Offline,C,24-04-2015,511462342,28-05-2015,1928,668.27,502.54,1288424.56,968897.12,319527.44
25611,Europe,Bulgaria,Cosmetics,Offline,M,24-04-2015,467774951,17-05-2015,3858,437.2,263.33,1686717.6,1015927.14,670790.46
30196,Europe,Bulgaria,Clothes,Offline,C,24-04-2015,424087560,06-05-2015,5788,109.28,35.84,632512.64,207441.92,425070.72
34465,Europe,Bulgaria,Household,Offline,C,24-04-2015,511462342,28-05-2015,1928,668.27,502.54,1288424.56,968897.12,319527.44
2855,Europe,Croatia,Clothes,Offline,L,24-04-2015,139332234,01-05-2015,359,109.28,35.84,39231.52,12866.56,26364.96
15295,Europe,Croatia,Cereal,Online,M,24-04-2015,555149734,07-06-2015,9998,205.7,117.11,2056588.6,1170865.78,885722.82
26384,Europe,Croatia,Cereal,Online,M,24-04-2015,555149734,07-06-2015,9998,205.7,117.11,2056588.6,1170865.78,885722.82
29712,Europe,Croatia,Clothes,Offline,L,24-04-2015,139332234,01-05-2015,359,109.28,35.84,39231.52,12866.56,26364.96
3294,Europe,Cyprus,Fruits,Offline,H,24-04-2015,183019626,12-05-2015,8429,9.33,6.92,78642.57,58328.68,20313.89
4190,Europe,Cyprus,Household,Online,L,24-04-2015,226707017,22-05-2015,6499,668.27,502.54,4343086.73,3266007.46,1077079.27
6154,Europe,Cyprus,Cereal,Online,H,24-04-2015,270394408,02-06-2015,4569,205.7,117.11,939843.3,535075.59,404767.71
15643,Europe,Cyprus,Fruits,Offline,H,24-04-2015,183019626,12-05-2015,8429,9.33,6.92,78642.57,58328.68,20313.89
16539,Europe,Cyprus,Household,Online,L,24-04-2015,226707017,22-05-2015,6499,668.27,502.54,4343086.73,3266007.46,1077079.27
18503,Europe,Cyprus,Cereal,Online,H,24-04-2015,270394408,02-06-2015,4569,205.7,117.11,939843.3,535075.59,404767.71
30151,Europe,Cyprus,Fruits,Offline,H,24-04-2015,183019626,12-05-2015,8429,9.33,6.92,78642.57,58328.68,20313.89
31215,Europe,Cyprus,Cereal,Online,H,24-04-2015,270394408,02-06-2015,4569,205.7,117.11,939843.3,535075.59,404767.71
1245,Europe,Czech Republic,Cosmetics,Online,C,24-04-2015,885639083,28-05-2015,9140,437.2,263.33,3996008.0,2406836.2,1589171.8
1752,Europe,Czech Republic,Snacks,Offline,M,24-04-2015,754576909,26-04-2015,4931,152.58,97.44,752371.98,480476.64,271895.34
12223,Europe,Czech Republic,Household,Online,M,24-04-2015,841951692,17-05-2015,1070,668.27,502.54,715048.9,537717.8,177331.1
13960,Europe,Czech Republic,Fruits,Offline,C,24-04-2015,798264300,07-05-2015,3001,9.33,6.92,27999.33,20766.92,7232.41
23312,Europe,Czech Republic,Household,Online,M,24-04-2015,841951692,17-05-2015,1070,668.27,502.54,715048.9,537717.8,177331.1
25049,Europe,Czech Republic,Fruits,Offline,C,24-04-2015,798264300,07-05-2015,3001,9.33,6.92,27999.33,20766.92,7232.41
28102,Europe,Czech Republic,Cosmetics,Online,C,24-04-2015,885639083,28-05-2015,9140,437.2,263.33,3996008.0,2406836.2,1589171.8
28609,Europe,Czech Republic,Snacks,Offline,M,24-04-2015,754576909,26-04-2015,4931,152.58,97.44,752371.98,480476.64,271895.34
37623,Europe,Czech Republic,Household,Online,M,24-04-2015,841951692,17-05-2015,1070,668.27,502.54,715048.9,537717.8,177331.1
7570,Europe,Denmark,Fruits,Online,L,24-04-2015,513508975,01-05-2015,7572,9.33,6.92,70646.76,52398.24,18248.52
7842,Europe,Denmark,Snacks,Offline,H,24-04-2015,469821584,11-06-2015,9502,152.58,97.44,1449815.16,925874.88,523940.28
9967,Europe,Denmark,Clothes,Online,C,24-04-2015,557196366,12-05-2015,5642,109.28,35.84,616557.76,202209.28,414348.48
19919,Europe,Denmark,Fruits,Online,L,24-04-2015,513508975,01-05-2015,7572,9.33,6.92,70646.76,52398.24,18248.52
20530,Europe,Denmark,Snacks,Offline,H,24-04-2015,469821584,11-06-2015,9502,152.58,97.44,1449815.16,925874.88,523940.28
22655,Europe,Denmark,Clothes,Online,C,24-04-2015,557196366,12-05-2015,5642,109.28,35.84,616557.76,202209.28,414348.48
32631,Europe,Denmark,Fruits,Online,L,24-04-2015,513508975,01-05-2015,7572,9.33,6.92,70646.76,52398.24,18248.52
33242,Europe,Denmark,Snacks,Offline,H,24-04-2015,469821584,11-06-2015,9502,152.58,97.44,1449815.16,925874.88,523940.28
35367,Europe,Denmark,Clothes,Online,C,24-04-2015,557196366,12-05-2015,5642,109.28,35.84,616557.76,202209.28,414348.48
8413,Europe,Estonia,Cosmetics,Online,M,24-04-2015,600883758,23-05-2015,3712,437.2,263.33,1622886.4,977480.96,645405.44
13647,Europe,Estonia,Snacks,Offline,L,24-04-2015,185066258,06-06-2015,4073,152.58,97.44,621458.34,396873.12,224585.22
21101,Europe,Estonia,Cosmetics,Online,M,24-04-2015,600883758,23-05-2015,3712,437.2,263.33,1622886.4,977480.96,645405.44
24736,Europe,Estonia,Snacks,Offline,L,24-04-2015,185066258,06-06-2015,4073,152.58,97.44,621458.34,396873.12,224585.22
33813,Europe,Estonia,Cosmetics,Online,M,24-04-2015,600883758,23-05-2015,3712,437.2,263.33,1622886.4,977480.96,645405.44
4560,Europe,Finland,Cosmetics,Online,H,24-04-2015,316128432,18-05-2015,8283,437.2,263.33,3621327.6,2181162.39,1440165.21
5355,Europe,Finland,Clothes,Online,L,24-04-2015,272441041,07-05-2015,213,109.28,35.84,23276.64,7633.92,15642.72
7375,Europe,Finland,Vegetables,Online,H,24-04-2015,228753650,26-04-2015,2143,154.06,90.93,330150.58,194862.99,135287.59
16909,Europe,Finland,Cosmetics,Online,H,24-04-2015,316128432,18-05-2015,8283,437.2,263.33,3621327.6,2181162.39,1440165.21
17704,Europe,Finland,Clothes,Online,L,24-04-2015,272441041,07-05-2015,213,109.28,35.84,23276.64,7633.92,15642.72
19724,Europe,Finland,Vegetables,Online,H,24-04-2015,228753650,26-04-2015,2143,154.06,90.93,330150.58,194862.99,135287.59
32436,Europe,Finland,Vegetables,Online,H,24-04-2015,228753650,26-04-2015,2143,154.06,90.93,330150.58,194862.99,135287.59
5499,Europe,France,Vegetables,Online,C,24-04-2015,843998324,11-06-2015,6715,154.06,90.93,1034512.9,610594.95,423917.95
5933,Europe,France,Clothes,Online,M,24-04-2015,887685716,02-05-2015,4784,109.28,35.84,522795.52,171458.56,351336.96
10862,Europe,France,Beverages,Online,M,24-04-2015,800310933,31-05-2015,8645,47.45,31.79,410205.25,274824.55,135380.7
12644,Europe,France,Fruits,Offline,C,24-04-2015,931373107,12-05-2015,2854,9.33,6.92,26627.82,19749.68,6878.14
17848,Europe,France,Vegetables,Online,C,24-04-2015,843998324,11-06-2015,6715,154.06,90.93,1034512.9,610594.95,423917.95
18282,Europe,France,Clothes,Online,M,24-04-2015,887685716,02-05-2015,4784,109.28,35.84,522795.52,171458.56,351336.96
23733,Europe,France,Fruits,Offline,C,24-04-2015,931373107,12-05-2015,2854,9.33,6.92,26627.82,19749.68,6878.14
30994,Europe,France,Clothes,Online,M,24-04-2015,887685716,02-05-2015,4784,109.28,35.84,522795.52,171458.56,351336.96
36262,Europe,France,Beverages,Online,M,24-04-2015,800310933,31-05-2015,8645,47.45,31.79,410205.25,274824.55,135380.7
38044,Europe,France,Fruits,Offline,C,24-04-2015,931373107,12-05-2015,2854,9.33,6.92,26627.82,19749.68,6878.14
3946,Europe,Georgia,Snacks,Online,H,24-04-2015,602930390,26-04-2015,9356,152.58,97.44,1427538.48,911648.64,515889.84
9882,Europe,Georgia,Vegetables,Online,L,24-04-2015,559242999,06-06-2015,1286,154.06,90.93,198121.16,116935.98,81185.18
16295,Europe,Georgia,Snacks,Online,H,24-04-2015,602930390,26-04-2015,9356,152.58,97.44,1427538.48,911648.64,515889.84
20115,Europe,Georgia,Beverages,Online,H,24-04-2015,515555608,26-05-2015,3216,47.45,31.79,152599.2,102236.64,50362.56
22570,Europe,Georgia,Vegetables,Online,L,24-04-2015,559242999,06-06-2015,1286,154.06,90.93,198121.16,116935.98,81185.18
32827,Europe,Georgia,Beverages,Online,H,24-04-2015,515555608,26-05-2015,3216,47.45,31.79,152599.2,102236.64,50362.56
35282,Europe,Georgia,Vegetables,Online,L,24-04-2015,559242999,06-06-2015,1286,154.06,90.93,198121.16,116935.98,81185.18
11530,Europe,Germany,Beverages,Online,C,24-04-2015,230800282,21-05-2015,7787,47.45,31.79,369493.15,247548.73,121944.42
36930,Europe,Germany,Beverages,Online,C,24-04-2015,230800282,21-05-2015,7787,47.45,31.79,369493.15,247548.73,121944.42
7424,Europe,Greece,Snacks,Offline,C,24-04-2015,318175065,11-06-2015,3927,152.58,97.44,599181.66,382646.88,216534.78
12921,Europe,Greece,Office Supplies,Online,M,24-04-2015,274487674,01-06-2015,5857,651.21,524.96,3814136.97,3074690.72,739446.25
19773,Europe,Greece,Snacks,Offline,C,24-04-2015,318175065,11-06-2015,3927,152.58,97.44,599181.66,382646.88,216534.78
24010,Europe,Greece,Office Supplies,Online,M,24-04-2015,274487674,01-06-2015,5857,651.21,524.96,3814136.97,3074690.72,739446.25
32485,Europe,Greece,Snacks,Offline,C,24-04-2015,318175065,11-06-2015,3927,152.58,97.44,599181.66,382646.88,216534.78
38321,Europe,Greece,Office Supplies,Online,M,24-04-2015,274487674,01-06-2015,5857,651.21,524.96,3814136.97,3074690.72,739446.25
6693,Europe,Hungary,Office Supplies,Online,H,24-04-2015,889732348,26-05-2015,429,651.21,524.96,279369.09,225207.84,54161.25
7931,Europe,Hungary,Snacks,Offline,L,24-04-2015,933419740,06-06-2015,8498,152.58,97.44,1296624.84,828045.12,468579.72
15007,Europe,Hungary,Beverages,Online,L,24-04-2015,846044957,16-05-2015,2359,47.45,31.79,111934.55,74992.61,36941.94
19042,Europe,Hungary,Office Supplies,Online,H,24-04-2015,889732348,26-05-2015,429,651.21,524.96,279369.09,225207.84,54161.25
20619,Europe,Hungary,Snacks,Offline,L,24-04-2015,933419740,06-06-2015,8498,152.58,97.44,1296624.84,828045.12,468579.72
26096,Europe,Hungary,Beverages,Online,L,24-04-2015,846044957,16-05-2015,2359,47.45,31.79,111934.55,74992.61,36941.94
31754,Europe,Hungary,Office Supplies,Online,H,24-04-2015,889732348,26-05-2015,429,651.21,524.96,279369.09,225207.84,54161.25
33331,Europe,Hungary,Snacks,Offline,L,24-04-2015,933419740,06-06-2015,8498,152.58,97.44,1296624.84,828045.12,468579.72
9866,Europe,Iceland,Baby Food,Online,H,24-04-2015,561289632,11-05-2015,6930,255.28,159.42,1769090.4,1104780.6,664309.8
14271,Europe,Iceland,Snacks,Offline,H,24-04-2015,648664414,01-06-2015,3070,152.58,97.44,468420.6,299140.8,169279.8
14331,Europe,Iceland,Office Supplies,Offline,L,24-04-2015,604977023,21-05-2015,5000,651.21,524.96,3256050.0,2624800.0,631250.0
22554,Europe,Iceland,Baby Food,Online,H,24-04-2015,561289632,11-05-2015,6930,255.28,159.42,1769090.4,1104780.6,664309.8
25360,Europe,Iceland,Snacks,Offline,H,24-04-2015,648664414,01-06-2015,3070,152.58,97.44,468420.6,299140.8,169279.8
25420,Europe,Iceland,Office Supplies,Offline,L,24-04-2015,604977023,21-05-2015,5000,651.21,524.96,3256050.0,2624800.0,631250.0
35266,Europe,Iceland,Baby Food,Online,H,24-04-2015,561289632,11-05-2015,6930,255.28,159.42,1769090.4,1104780.6,664309.8
4415,Europe,Ireland,Baby Food,Online,C,24-04-2015,276534307,05-05-2015,1501,255.28,159.42,383175.28,239289.42,143885.86
12585,Europe,Ireland,Office Supplies,Offline,M,24-04-2015,320221698,16-05-2015,9571,651.21,524.96,6232730.91,5024392.16,1208338.75
12683,Europe,Ireland,Personal Care,Online,M,24-04-2015,232846915,25-04-2015,3431,81.73,56.67,280415.63,194434.77,85980.86
16764,Europe,Ireland,Baby Food,Online,C,24-04-2015,276534307,05-05-2015,1501,255.28,159.42,383175.28,239289.42,143885.86
23674,Europe,Ireland,Office Supplies,Offline,M,24-04-2015,320221698,16-05-2015,9571,651.21,524.96,6232730.91,5024392.16,1208338.75
23772,Europe,Ireland,Personal Care,Online,M,24-04-2015,232846915,25-04-2015,3431,81.73,56.67,280415.63,194434.77,85980.86
37985,Europe,Ireland,Office Supplies,Offline,M,24-04-2015,320221698,16-05-2015,9571,651.21,524.96,6232730.91,5024392.16,1208338.75
38083,Europe,Ireland,Personal Care,Online,M,24-04-2015,232846915,25-04-2015,3431,81.73,56.67,280415.63,194434.77,85980.86
2209,Europe,Italy,Beverages,Offline,C,24-04-2015,363909089,27-05-2015,7641,47.45,31.79,362565.45,242907.39,119658.06
29066,Europe,Italy,Beverages,Offline,C,24-04-2015,363909089,27-05-2015,7641,47.45,31.79,362565.45,242907.39,119658.06
1110,Europe,Kosovo,Personal Care,Online,H,24-04-2015,848091590,10-06-2015,8003,81.73,56.67,654085.19,453530.01,200555.18
6194,Europe,Kosovo,Baby Food,Offline,L,24-04-2015,891778981,30-04-2015,6073,255.28,159.42,1550315.44,968157.66,582157.78
9330,Europe,Kosovo,Meat,Offline,H,24-04-2015,935466372,11-05-2015,4143,421.89,364.69,1747890.27,1510910.67,236979.6
11041,Europe,Kosovo,Beverages,Offline,L,24-04-2015,979153764,22-05-2015,2213,47.45,31.79,105006.85,70351.27,34655.58
18543,Europe,Kosovo,Baby Food,Offline,L,24-04-2015,891778981,30-04-2015,6073,255.28,159.42,1550315.44,968157.66,582157.78
22018,Europe,Kosovo,Meat,Offline,H,24-04-2015,935466372,11-05-2015,4143,421.89,364.69,1747890.27,1510910.67,236979.6
27967,Europe,Kosovo,Personal Care,Online,H,24-04-2015,848091590,10-06-2015,8003,81.73,56.67,654085.19,453530.01,200555.18
31255,Europe,Kosovo,Baby Food,Offline,L,24-04-2015,891778981,30-04-2015,6073,255.28,159.42,1550315.44,968157.66,582157.78
34730,Europe,Kosovo,Meat,Offline,H,24-04-2015,935466372,11-05-2015,4143,421.89,364.69,1747890.27,1510910.67,236979.6
36441,Europe,Kosovo,Beverages,Offline,L,24-04-2015,979153764,22-05-2015,2213,47.45,31.79,105006.85,70351.27,34655.58
1792,Europe,Latvia,Beverages,Offline,M,24-04-2015,694398438,16-05-2015,6784,47.45,31.79,321900.8,215663.36,106237.44
7389,Europe,Latvia,Cereal,Offline,M,24-04-2015,607023656,25-04-2015,644,205.7,117.11,132470.8,75418.84,57051.96
12463,Europe,Latvia,Meat,Offline,C,24-04-2015,650711047,06-05-2015,8714,421.89,364.69,3676349.46,3177908.66,498440.8
13323,Europe,Latvia,Personal Care,Online,C,24-04-2015,563336265,04-06-2015,2574,81.73,56.67,210373.02,145868.58,64504.44
19738,Europe,Latvia,Cereal,Offline,M,24-04-2015,607023656,25-04-2015,644,205.7,117.11,132470.8,75418.84,57051.96
23552,Europe,Latvia,Meat,Offline,C,24-04-2015,650711047,06-05-2015,8714,421.89,364.69,3676349.46,3177908.66,498440.8
24412,Europe,Latvia,Personal Care,Online,C,24-04-2015,563336265,04-06-2015,2574,81.73,56.67,210373.02,145868.58,64504.44
28649,Europe,Latvia,Beverages,Offline,M,24-04-2015,694398438,16-05-2015,6784,47.45,31.79,321900.8,215663.36,106237.44
32450,Europe,Latvia,Cereal,Offline,M,24-04-2015,607023656,25-04-2015,644,205.7,117.11,132470.8,75418.84,57051.96
37863,Europe,Latvia,Meat,Offline,C,24-04-2015,650711047,06-05-2015,8714,421.89,364.69,3676349.46,3177908.66,498440.8
10301,Europe,Liechtenstein,Household,Offline,L,24-04-2015,278580939,30-05-2015,7145,668.27,502.54,4774789.15,3590648.3,1184140.85
14100,Europe,Liechtenstein,Meat,Offline,L,24-04-2015,365955722,01-05-2015,3285,421.89,364.69,1385908.65,1198006.65,187902.0
22989,Europe,Liechtenstein,Household,Offline,L,24-04-2015,278580939,30-05-2015,7145,668.27,502.54,4774789.15,3590648.3,1184140.85
25189,Europe,Liechtenstein,Meat,Offline,L,24-04-2015,365955722,01-05-2015,3285,421.89,364.69,1385908.65,1198006.65,187902.0
26782,Europe,Liechtenstein,Cereal,Offline,H,24-04-2015,322268331,10-06-2015,5215,205.7,117.11,1072725.5,610728.65,461996.85
35701,Europe,Liechtenstein,Household,Offline,L,24-04-2015,278580939,30-05-2015,7145,668.27,502.54,4774789.15,3590648.3,1184140.85
13500,Europe,Lithuania,Baby Food,Online,H,24-04-2015,409643113,11-05-2015,1355,255.28,159.42,345904.4,216014.1,129890.3
24589,Europe,Lithuania,Baby Food,Online,H,24-04-2015,409643113,11-05-2015,1355,255.28,159.42,345904.4,216014.1,129890.3
26787,Europe,Lithuania,Household,Offline,H,24-04-2015,893825614,25-05-2015,1717,668.27,502.54,1147419.59,862861.18,284558.41
6328,Europe,Luxembourg,Personal Care,Offline,H,24-04-2015,981200397,25-04-2015,7857,81.73,56.67,642152.61,445256.19,196896.42
7175,Europe,Luxembourg,Baby Food,Online,L,24-04-2015,124887788,06-05-2015,5927,255.28,159.42,1513044.56,944882.34,568162.22
18677,Europe,Luxembourg,Personal Care,Offline,H,24-04-2015,981200397,25-04-2015,7857,81.73,56.67,642152.61,445256.19,196896.42
19524,Europe,Luxembourg,Baby Food,Online,L,24-04-2015,124887788,06-05-2015,5927,255.28,159.42,1513044.56,944882.34,568162.22
20306,Europe,Luxembourg,Cereal,Offline,L,24-04-2015,937513005,05-06-2015,9787,205.7,117.11,2013185.9,1146155.57,867030.33
31389,Europe,Luxembourg,Personal Care,Offline,H,24-04-2015,981200397,25-04-2015,7857,81.73,56.67,642152.61,445256.19,196896.42
32236,Europe,Luxembourg,Baby Food,Online,L,24-04-2015,124887788,06-05-2015,5927,255.28,159.42,1513044.56,944882.34,568162.22
33018,Europe,Luxembourg,Cereal,Offline,L,24-04-2015,937513005,05-06-2015,9787,205.7,117.11,2013185.9,1146155.57,867030.33
5695,Europe,Macedonia,Household,Offline,C,24-04-2015,609070289,20-05-2015,6288,668.27,502.54,4202081.76,3159971.52,1042110.24
5865,Europe,Macedonia,Baby Food,Online,M,24-04-2015,740132462,01-05-2015,498,255.28,159.42,127129.44,79391.16,47738.28
7390,Europe,Macedonia,Cosmetics,Offline,M,24-04-2015,652757680,31-05-2015,4358,437.2,263.33,1905317.6,1147592.14,757725.46
12460,Europe,Macedonia,Personal Care,Online,C,24-04-2015,696445071,10-06-2015,2428,81.73,56.67,198440.44,137594.76,60845.68
18044,Europe,Macedonia,Household,Offline,C,24-04-2015,609070289,20-05-2015,6288,668.27,502.54,4202081.76,3159971.52,1042110.24
18214,Europe,Macedonia,Baby Food,Online,M,24-04-2015,740132462,01-05-2015,498,255.28,159.42,127129.44,79391.16,47738.28
19739,Europe,Macedonia,Cosmetics,Offline,M,24-04-2015,652757680,31-05-2015,4358,437.2,263.33,1905317.6,1147592.14,757725.46
23549,Europe,Macedonia,Personal Care,Online,C,24-04-2015,696445071,10-06-2015,2428,81.73,56.67,198440.44,137594.76,60845.68
30756,Europe,Macedonia,Household,Offline,C,24-04-2015,609070289,20-05-2015,6288,668.27,502.54,4202081.76,3159971.52,1042110.24
30926,Europe,Macedonia,Baby Food,Online,M,24-04-2015,740132462,01-05-2015,498,255.28,159.42,127129.44,79391.16,47738.28
32451,Europe,Macedonia,Cosmetics,Offline,M,24-04-2015,652757680,31-05-2015,4358,437.2,263.33,1905317.6,1147592.14,757725.46
37860,Europe,Macedonia,Personal Care,Online,C,24-04-2015,696445071,10-06-2015,2428,81.73,56.67,198440.44,137594.76,60845.68
3935,Europe,Malta,Clothes,Offline,L,24-04-2015,324314963,15-05-2015,859,109.28,35.84,93871.52,30786.56,63084.96
6196,Europe,Malta,Cosmetics,Offline,H,24-04-2015,368002355,25-05-2015,8929,437.2,263.33,3903758.8,2351273.57,1552485.23
9323,Europe,Malta,Personal Care,Online,L,24-04-2015,411689746,05-06-2015,6999,81.73,56.67,572028.27,396633.33,175394.94
16284,Europe,Malta,Clothes,Offline,L,24-04-2015,324314963,15-05-2015,859,109.28,35.84,93871.52,30786.56,63084.96
18545,Europe,Malta,Cosmetics,Offline,H,24-04-2015,368002355,25-05-2015,8929,437.2,263.33,3903758.8,2351273.57,1552485.23
22011,Europe,Malta,Personal Care,Online,L,24-04-2015,411689746,05-06-2015,6999,81.73,56.67,572028.27,396633.33,175394.94
31257,Europe,Malta,Cosmetics,Offline,H,24-04-2015,368002355,25-05-2015,8929,437.2,263.33,3903758.8,2351273.57,1552485.23
34723,Europe,Malta,Personal Care,Online,L,24-04-2015,411689746,05-06-2015,6999,81.73,56.67,572028.27,396633.33,175394.94
2154,Europe,Moldova ,Cereal,Online,H,24-04-2015,455377137,26-04-2015,5069,205.7,117.11,1042693.3,593630.59,449062.71
